token,project,flaky
generateCertificate truststoreLocation BASEDIR put sleep  Wait so that the file modification time is different password jks get SHA1withRSA waitFor RSA init kp createTrustStore getReloadInterval destroy GenericTestUtils assertEquals cert2 certs generateKeyPair cert1 Thread CN=Cert2 /testreload.jks  Add another cert CN=Cert1 tm getAcceptedIssuers testReload ,hadoop,0
checkCoordActions getTime DateUtils parseDateOozieTZ 2009-03-06T10:00Z addRecordToJobTable call jobId CoordinatorJob 2009-03-06T09:58Z pauseTime -testActionMater-C 0000000- startTime endTime 2009-03-06T10:14Z testActionMaterWithPauseTime3 ,oozie,1
cluster assertFalse conf /tmp/testBlockVerification/file1 fs waitReplication  Read the file to trigger reportBadBlocks by client createFile waitActive rand random restartDataNode  its replicas assertTrue block copyBytes DFSTestUtil DFSConfigKeys MiniDFSCluster  and we should get all the replicas  Corrupt random replica of block  Restart the datanode hoping the corrupt block to be reported nextInt getFileSystem corruptReplica testBlockCorruptionPolicy setLong IOUtils build numDataNodes  We have 2 good replicas and block is not corrupt allBlockReplicasCorrupt file1 getFirstBlock open shutdown ,hadoop,1
p1 p2 p3 getName p4 getKMSUrl kp e anyString thenReturn createKey conf any when fail test3 Mockito assertTrue testLoadBalancingWithAllBadNodes mock Should fail since all providers threw an IOException thenThrow ,hadoop,0
given .installed resolve alpha.jar willReturn assertThat asList bravo charlie.jar getNamesOfFilesInLib bravo.jar uninstall install alpha installAndUninstallWithCommonDependencies createTemporaryFile containsInAnyOrder Arrays charlie ,spring-boot,1
_testGetJobInfoForAppName bundleJob1 _testGetJobInfoForUserAndStatus _testGetJobInfoForId _testGetJobInfoForStatus _testGetJobInfoForGroup _testGetJobInfoForUser addRecordToBundleJobTable getId Job testBundleJobInfoGet ,oozie,1
"A Evaluated bad expression ${a:a()} assertFalse Parsed bad expression assertTrue a,a checkForExistence ELEvaluator ${a:a(), a:a()} evaluator a ! ${a:d('foo', 'bar')} ${a:a()},${a:a()} addFunction d ${a:a()}${a:a()}! testCheckForExistence setVariable assertEquals , fail functionD assertNull functionA getCurrent support evaluate ",oozie,1
a fail testNotEmptyElements name notEmptyElements Arrays ParamChecker asList ,oozie,1
" map-reduce-launcher.jar  same for launcher  assertEquals(classes, ae.getLauncherClasses()); /app/job.jar ActionExecutorException conf  absolute path with namenode setupActionConf MR003 protoConf originalUberJarDisabled context action launcherJobConf IF <job-tracker> oozie.action.mapreduce.uber.jar.enable serv ae IN oozie.pipes.inputformat oozie.pipes.partitioner getFileSystem oozie.pipes.program <name-node> ActionExecutorException expected because uber jars are disabled fail  Enable uber jars to test that MapReduceActionExecutor picks up the oozie.mapreduce.uber.jar property correctly contains 2 <streaming> getType <env>ee=EE</env> <map>M</map> <writer>W</writer> oozie.streaming.record-reader RR getClassesForLauncher getActions <streaming></streaming> <inputformat>IF</inputformat> M oozie.pipes.reduce createBaseHadoopConf mr-action P R job.jar getErrorCode assertTrue get W getBoolean <program>PP</program> <record-reader-mapping>RRM2=2</record-reader-mapping> set XmlUtils getMessage oozie.pipes.map assertEquals getJar getLauncherJarName /PP </map-reduce> Services getTestUser assertNull addAll <property><name>mapred.input.dir</name><value>IN</value></property> <env>e=E</env> setBoolean getJobTrackerUri map-reduce oozie.streaming.mapper oozie.streaming.reducer <pipes> </configuration> createBaseWorkflow <reduce>R</reduce> <map-reduce>  doesn't resolve if not set mapred.input.dir  relative path testSetupMethods oozie.pipes.writer add <record-reader-mapping>RRM1=1</record-reader-mapping> parseXml </job-tracker> createLauncherConf </pipes>  same for launcher conf  same for launcher conf (not set) </name-node>  absolute path without namenode </streaming> getErrorType createUberJarActionXML aee <record-reader>RR</record-reader>  ignored for streaming classes /job.jar <reducer>R</reducer> wf actionXml <partitioner>P</partitioner> <mapper>M</mapper> getNameNodeUri  ignored for pipes <property><name>mapred.output.dir</name><value>OUT</value></property> getConf WorkflowAppService  Disable uber jars to test that MapReduceActionExecutor won't allow the oozie.mapreduce.uber.jar property oozie.streaming.env.size <configuration> setType oozie.streaming.record-reader-mapping.size oozie.mapreduce.uber.jar <pipes></pipes> getFsTestCaseDir ",oozie,1
getId assertEquals getStatus execute addRecordToCoordJobTable call CoordinatorJob Services coordJobGetCmd testCoordSuspendAndResumeForPrep assertNotNull get job jpaService ,oozie,1
 SimpleLog log prefix assertFalse resetMessage isWarnEnabled error getCause setLevel fatal trace assertTrue setMsgPrefix isInfoEnabled assertNotNull isErrorEnabled isTraceEnabled xLog debug debug info a b debug XLog getMessage assertEquals debug {0} isFatalEnabled getMsgPrefix warn ops assertNull testXLogFunctionality endsWith isDebugEnabled ,oozie,1
checkCoordJobs toDate getId DateUtils System parseDateOozieTZ addRecordToCoordJobTable call CoordinatorJob 2099-02-03T23:59Z currentTimeMillis startTime endTime job testMatLookupCommand4 ,oozie,1
multiple evaluation murmur hash error !!! murmurHash testHash jenkins error !!! Hash getBytes undefined assertTrue LINE jenkins testHash murmur error !!! multiple evaluation jenkins hash error !!! parseHashType testHash testHash undefine configuration error !!! testHash error jenkin getInstance !!! set hadoop.util.hash.type cfg murmur testHash jenkins configuration error !!! testHash undefined iterations jenkinsHash JenkinsHash assertNull MurmurHash testHash error murmur getInstance !!! getInstance testHash error invalid getInstance !!! hash ,hadoop,0
formatDate DTEND:20080505 END:VEVENT BEGIN:VEVENT SUMMARY:foo DTSTART:20080504T123456   Start time only ParsedResultType   BEGIN:VEVENTSUMMARY:EventDTSTART:20081030T122030ZDTEND:20081030T132030ZEND:VEVENT BEGIN:VEVENT DTEND:20080505T END:VEVENT DTEND:20080505T234555Z END:VEVENT  Local times BEGIN:VEVENT SUMMARY:foo DTSTART:20080504T123456Z END:VEVENT DTEND:20080505T234555 END:VEVENT  Make sure illegal entries without newlines don't crash formatTime doTestResult  UTC times BEGIN:VEVENT SUMMARY:foo DTSTART:20080504 END:VEVENT testVEvent foo  BEGIN:VEVENT SUMMARY:foo DTSTART:20080504T123456Z  BEGIN:VEVENT SUMMARY:foo DTSTART:20080504  BEGIN:VEVENT SUMMARY:foo DTSTART:20080504T123456 END:VEVENT  Date only (all day event) DTEND:20080505T234555Z END:VEVENT END:VCALENDAR BEGIN:VCALENDAR BEGIN:VEVENT SUMMARY:foo DTSTART:20080504T123456Z  ,zxing,0
"getJobTrackerUri  Test oozie server action sharelib setting javaShareLibPath createContext cacheFilesStr context create workflow.xml getCacheFiles <job-tracker> testAddActionShareLib eActionXml workflow ae jar5.jar parseXml </job-tracker> getFileSystem jar5Path <name-node> </name-node> setupLauncherConf setLibFilesArchives OozieClient contains mkdirs jar4Path systemlib Arrays hcatShareLibPath other jobConf jar3.jar getWorkflow cacheFiles other,hcat <java> assertFalse getAppPath jar3Path createBaseHadoopConf actionXml oozie.action.sharelib.for.java jar4.jar java,hcat DistributedCache <job-xml>job.xml</job-xml> assertTrue get <job-xml>job2.xml</job-xml> jar2Path systemLibPath close wfConf hcat getNameNodeUri jar1Path set prettyPrint </java> XmlUtils getConf WorkflowAppService jar1.jar otherShareLibPath  Test per workflow action sharelib setting <main-class>MAIN-CLASS</main-class>  The oozie server setting should have been overridden by workflow setting setConf Services getTestUser toString jar2.jar getFsTestCaseDir setBoolean ",oozie,1
assertFalse context primBooleanParam create verify hasViolations invoke primBooleanParamShouldHandleNull mockController validation ,ninja,0
request getName tokenSigned TOKEN_VALIDITY_SEC setExpires sign secret when asList getInitParameterNames System secretProviderProps invalidtype getCookies secretProvider management.operation.return verifyUnauthorized signer AuthenticatedURL http://foo:8080/bar getRequestURL init chain cookie testDoFilterAuthenticatedInvalidType AuthenticationFilter thenReturn StringSignerSecretProviderCreator WWW-Authenticate destroy token filter p getMockedServletContextWithStringSigner getInitParameter newStringSignerSecretProvider Mockito u response elements currentTimeMillis setProperty true mock toString containsHeader Arrays config ,hadoop,0
getTime getId getStatus coordGetCmd coordJob pauseTime get startTime Job ;pausetime= init false destroy endtime= assertEquals services convertDateToString execute addRecordToCoordJobTable newEndTime call Services CoordinatorJob setSystemProperty StatusTransitService endTime job jpaService testCoordChangeStatus ,oozie,1
getStats shouldLog getMax assertFalse assertEquals testLoggingWithValue advance timer helper getMin assertTrue record LOG_PERIOD action getMean getCount ,hadoop,0
getParameterValues hello_hello1 hello_hello2 needingInjectionParamParserArray hello1 thenReturn invoke when asList param1 context create verify hello2 Arrays mockController ,ninja,0
10.119.103.112 10.113.221.222 10.222.103.121 is  in the list 10.113.221.221 assertFalse 10.222.103.121 is not in the list refresh 10.221.102.0/23 cipl ips 10.222.103.121 createFileWithEntries testAddWithRefresh removeFile assertTrue ips.txt TestFileBasedIPList ips2 10.113.221.222 is in the list 10.222.0.0/16 isIn 10.113.221.222 is not in the list ,hadoop,0
Status _testGetSLAEventsForSeqId testSLAEventsGetForSeqId -TestSLAEventsGetForSeqIdJPAExecutor-W current addRecordToSLAEventTable getTime 0000000- wfId ,oozie,1
"getName oozie.service.ProxyUserService.proxyuser.foo.groups foo conf asList bar Assert StringUtils assertNotNull get join validate localhost init set oozie.service.ProxyUserService.proxyuser.foo.hosts getConf destroy * services , Services testValidateHost proxyUser Arrays ",oozie,1
"request getID assertEquals testDistribution target accept getValue LIST_ID_VALUE_TYPE Assert OryxTest recs get X MediaType Y Z /classificationDistribution/B,0, ",oryx,1
 bodyParserEngineXml thenReturn is invoke getInputStream when testEmptyXmlBody getBytes Mockito assertTrue xmlObjMapper context xmlDocument badRequestThrown close ,ninja,0
addNode one assertEquals asList wf fail ex getErrorCode <worklfow-app/> testSelfTransition end ErrorCode Arrays ,oozie,1
Header ':scheme' must not be set for CONNECT request headers custom converter thrown CONNECT convert www.example.com asList expectMessage expect testConvertFromFieldsConnectPresentScheme :method :scheme http Arrays value :authority ,httpcore,0
" Once resumed, all results should be returned immediately conf  expire the cache two three asList waitForGroupCounters advance timer cacheGroupsAdd four setGetGroupsDelayMs five grps getGroups  3 should get queued and 2 should be running resume  Now run again, this time throwing exceptions but no delay CommonConfigurationKeys clearBlackList one g testBackgroundRefreshCounters groups refresh FakeGroupMapping pause setInt setLong myGroups  populate the cache setThrowException Arrays setBoolean ",hadoop,0
date scriptExecutor session ONE  Given update simple Eq consistencylist containsExactly  When getList of where should_dsl_update_list_setAtIndex id row table executeScriptTemplate RandomUtils manager one nextLong consistencyList_SetAtIndex assertThat TWO execute SimpleEntity/insert_single_row.cql ImmutableMap SELECT consistencylist FROM simple WHERE id =   Then Long buildDateKey fromBaseTable consistencyList dsl ,achilles,1
mapreduce.jobtracker.kerberos.principal mapreduce.jobtracker.address mapred.job.tracker jobConf set yarn.resourcemanager.address assertEquals mapred/localhost@KDC.DOMAIN.COM rm/server.com@KDC.DOMAIN.COM localhost:8032 Services getMRTokenRenewerInternal mapred/_HOST@KDC.DOMAIN.COM 127.0.0.1:50300 get testGetMRDelegationTokenRenewer oozie mr token localhost:50300 has yarn.resourcemanager.principal ,oozie,1
setClassesToBeExcluded testCoordKillForBackwardSupport coordActionGetCmd getId getStatus addRecordToCoordActionTable assertNotNull get CoordinatorAction action init getConf destroy assertEquals services setAppNamespace execute addRecordToCoordJobTable call Services CoordinatorJob coordJobGetCmd coord-action-get.xml excludedServices SchemaService setSystemProperty true StatusTransitService job jpaService ,oozie,1
getEncryptedKeyVersion getName  Generate another EEK and make sure it's different from the first be the same ek1 encryptionKey KeyProviderCryptoExtension Name of EEK should be encryption key name ek2 assertArrayEquals decryptEncryptedKey  Generate a new EEK and check it assertNotNull getEncryptedKeyIv testGenerateEncryptedKey Generated EEKs should have different IVs! generateEncryptedKey getEncryptionKeyName Generated EEKs should have different material! k1 k2 assertEquals kpExt getVersionName Expected encrypted key material  Decrypt it again and it should be the same ENCRYPTION_KEY_NAME getMaterial fail  Decrypt EEK into an EK and check it equals k1a Arrays Version name of EEK should be EEK Length of encryption key material and EEK material should  ,hadoop,0
